id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price
835,Mazda,CX-30 Select,2022,4283,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,63000
836,Toyota,Highlander Limited,2009,159890,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,9995
837,Lexus,LS 460 Crafted Line,2015,90000,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,15000
838,Hyundai,Santa Fe Sport 2.0L Turbo,2020,36738,Gasoline,2.0 Liter,Automatic,Stormy Sea,Black,None reported,29998
839,Chevrolet,Silverado 1500 LT Trail Boss,2016,130000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,16500
840,Audi,Q8 3.0T Prestige,2018,81000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,29500
841,Audi,R8 5.2,2018,21800,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,97500
842,Buick,Enclave Essence,2019,71312,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,35700
843,Lincoln,MKZ Reserve,2016,96000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,9995
844,Tesla,Model X P90D,2023,5182,,518.0HP Electric Motor Electric Fuel System,Transmission w/Dual Shift Mode,Gray,Black,None reported,52000
845,Audi,A7 Premium,2022,12209,Gasoline,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Silver,Gray,None reported,29182
846,Tesla,Model 3 Long Range,2021,27123,Gasoline,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,33333
847,Land,Rover Range Rover Velar R-Dynamic S,2020,222,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,165000
848,Audi,Q5 S line Premium Plus,2022,10120,Hybrid,2.0 Liter TFSI,Automatic,Obsidian,Gray,None reported,24980
849,BMW,M6 Base,2016,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,67900
850,BMW,328 i xDrive,2013,56837,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,11000
851,Mercedes-Benz,E-Class E 350,2014,74500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,11900
852,Pontiac,Firebird Base,2001,63000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,5700
853,Ford,Explorer XLT,2015,163500,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,24900
854,Porsche,911 Carrera Cabriolet,2010,124838,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,13999
855,Mercedes-Benz,S-Class S500,2005,104000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,10900
856,Audi,SQ5 3.0T Prestige,2020,23823,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Tango Red Metallic,Black,None reported,39995
857,Land,Rover Discovery S,2018,57000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,37300
858,Porsche,911 Turbo,2021,13554,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Red,Black,None reported,210000
859,BMW,M4 Base,2020,22000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Red,None reported,44999
860,Ford,Mustang GT Premium,2019,74595,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,34580
861,Ford,Excursion XLS,2006,152000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,At least 1 accident or damage reported,9995
862,Dodge,Ram 1500 ST,2007,157500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,12900
863,Tesla,Model X Performance,2020,3552,,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,44900
864,GMC,Yukon SLT,2014,194500,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,None reported,21000
865,Subaru,Outback 2.5i Limited,2017,84351,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,20784
866,Toyota,Tundra SR5,2014,111000,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,19500
867,Lincoln,MKC Reserve,2016,95070,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,14500
868,Mercedes-Benz,GL-Class GL 550,2011,86121,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,24500
869,Lexus,ES 350 Base,2010,95570,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,17000
870,Ford,F-150 XLT,2020,69423,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,32500
871,Toyota,Tundra SR5,2005,145000,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,None reported,8500
872,Toyota,Sequoia Limited,2008,158000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,10995
873,MINI,Hardtop Cooper S,2020,37161,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,67800
874,Chevrolet,Camaro 2SS,2018,78000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,50500
875,Porsche,911 GT3,2020,9712,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Black,Black,None reported,314900
876,Ford,F-150 XLT,2018,44460,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,26000
877,Ford,Explorer XLT,2016,169000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,19600
878,Cadillac,Escalade ESV Platinum,2021,10500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,46900
879,Lexus,IS 250 Base,2008,131100,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,8500
880,Lexus,RX 300 4WD,2014,24915,Gasoline,3.5 Liter DOHC,Automatic,Blue,Black,None reported,38998
881,Dodge,Charger R/T Scat Pack,2019,55000,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,26000
882,Ford,Mustang GT Premium,2015,52675,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,28000
883,Lincoln,MKS EcoBoost,2015,87500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,10200
884,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,None reported,41500
885,Ford,Explorer XLT,2017,169000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,28000
886,BMW,M440 i xDrive,2023,12000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,75499
887,Chevrolet,Camaro LT1,2019,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,29995
888,Mercedes-Benz,E-Class E 550,2014,53500,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,19600
889,Porsche,Boxster S,2008,52000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,37500
890,Lexus,RX 350 Base,2011,90000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,12000
891,BMW,750 i xDrive,2017,85500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,34000
892,Kia,Sportage Nightfall,2021,26468,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,At least 1 accident or damage reported,25695
893,Subaru,Forester 2.5 XT,2014,57800,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,14000
894,BMW,M8 Competition,2022,5182,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,75500
895,Subaru,Forester Base,2013,82000,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,12300
896,Hyundai,Tucson Limited,2022,16754,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Portofino Gray,Gray,None reported,48219
897,Dodge,Dakota SLT Quad Cab,2006,256000,Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,7750
898,Audi,Q7 3.0T Prestige,2017,75000,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,29500
899,Mercedes-Benz,E-Class E 350,2017,38200,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,29000
900,Audi,RS 7 4.0T quattro,2021,12897,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Blue,Black,None reported,41599
901,Toyota,Tundra SR5,2022,29322,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,43900
902,Rivian,R1S Adventure Package,2023,8400,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,93000
903,Mazda,Mazda6 Grand Touring,2022,28262,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Deep Crystal Blue Mica,Black,None reported,45498
904,Chevrolet,Monte Carlo SS,2006,75000,Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,13500
905,BMW,M3 Base,2016,58000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,44900
906,Porsche,718 Cayman GT4,2015,82300,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,30750
907,Mercedes-Benz,GLS 450 Base 4MATIC,2022,41545,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,46850
908,Jaguar,F-TYPE R,2016,63250,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,43000
909,BMW,M760 i xDrive,2021,16307,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,75000
910,Porsche,911 Carrera 4S,2010,60000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,56000
911,McLaren,570S Spider,2021,7100,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,69900
912,Mazda,Mazda6 Signature,2021,35550,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,Ebony,None reported,26599
913,Toyota,Camry LE,1999,134000,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,9500
914,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2019,57000,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,27500
915,Ford,F-150 Platinum,2016,92000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,22000
916,Pontiac,Firebird Trans Am,1997,231581,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,3550
917,Lexus,RX 350 F Sport Performance,2021,30455,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Caviar,Black,None reported,46599
918,BMW,M2 Base,2018,37000,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,41000
919,Audi,S6 4.0T Prestige,2019,5483,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,56900
920,Mazda,MX-5 Miata Base,1999,70000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,13500
921,Subaru,Impreza WRX,2010,16478,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,127899
922,RAM,1500 Classic SLT,2021,30951,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,42816
923,BMW,M6 Base,2014,120000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,36880
924,Chevrolet,Suburban LTZ,2016,135484,Gasoline,5.3L V8 16V GDI OHV,6-Speed Electronically Controlled Automatic with O,Tungsten Metallic,Jet Black,None reported,31900
925,Audi,SQ5 3.0T Premium Plus,2018,28500,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,72000
926,Volvo,XC90 T6 Momentum,2020,36812,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,None reported,45855
927,Audi,S8 4.0T quattro,2023,4457,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Chronos Gray Metallic,Black,None reported,88900
928,Ford,Mustang GT Premium,2018,52500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,36995
929,Land,Rover Range Rover Sport P400 SE Dynamic,2023,4348,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,White,None reported,87000
930,Chevrolet,Equinox LT,2016,100600,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,18995
931,Ford,Transit-350 Base,2019,87004,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,F,Blue,Brown,None reported,18700
932,Ford,F-150 Platinum,2016,105000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,16000
933,Toyota,C-HR LE,2019,43875,Gasoline,2.0L I4 16V MPFI DOHC,CVT-F,Snow White Pearl,Beige,At least 1 accident or damage reported,21999
934,Audi,TT 2.0T,2012,118500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,15000
935,Ford,F-150 XLT,2020,59678,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Black,None reported,37999
936,Lincoln,Town Car Base,2006,166200,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Brown,Beige,None reported,6500
937,Ford,F-150 Lariat,2017,75000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,26000
938,Lexus,Commander Sport,2005,118500,E85 Flex Fuel,235.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,11900
939,Nissan,Altima 2.5 S,2016,110450,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,8500
940,Land,Rover LR4 HSE LUX Landmark Edition,2005,141000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,,11500
941,RAM,3500 Laramie,2021,18515,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,47214
942,Mercedes-Benz,S-Class S 63 AMG,2007,93000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,6250
943,Chevrolet,Camaro 2SS,2021,14000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,33490
944,Jeep,Gladiator Sport,2019,38383,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Black Clearcoat,Black,None reported,29000
945,Ford,Mustang GT Premium,2012,25717,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,25500
946,Ford,Bronco Big Bend Advanced,2022,11459,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,67900
947,Chevrolet,Silverado 1500 LT Trail Boss,2022,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,43666
948,Ford,F-150 FX4,2016,60000,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,26600
949,Mazda,CX-9 Grand Touring,2014,96680,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,15900
950,BMW,550 Gran Turismo i,2014,54000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,24700
951,Honda,Pilot EX,2011,98000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Black,At least 1 accident or damage reported,20995
952,Mercedes-Benz,E-Class E 350 4MATIC,2012,269885,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,4000
953,BMW,650 Gran Coupe i xDrive,2014,76474,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,28000
954,Mercedes-Benz,E-Class E 350 4MATIC,2014,67280,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,25000
955,Mercedes-Benz,AMG GT 53 Base,2020,8583,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,45500
956,Cadillac,Escalade Sport Platinum,2021,51890,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,Black Raven,Jet Black,None reported,49883
957,RAM,1500 Big Horn,2020,23195,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,31750
958,Porsche,Taycan Base,2022,1750,,482.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,69950
959,Nissan,Murano SL,2005,187450,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,19500
960,Ford,Mustang V6 Premium,2013,61454,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,37900
961,Chevrolet,Suburban LT,2016,102000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Black,None reported,28900
962,Maserati,Ghibli Base,2015,29500,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,35500
963,Jeep,Gladiator Overland,2021,17500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,69790
964,Ford,F-350 King Ranch,2020,52100,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Purple,Black,None reported,67000
965,Mazda,Mazda6 i Touring,2016,81500,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,19950
966,Chevrolet,Suburban LT,2018,81000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,40500
967,Lincoln,MKC Reserve,2019,6785,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,179900
968,Porsche,Macan Base,2018,82300,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,32000
969,Tesla,Model Y Long Range,2023,45000,,425.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,47000
970,BMW,M4 Base,2019,40000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,31900
971,Hyundai,Santa Cruz 2.5T Limited,2022,22829,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Black,Black,None reported,39985
972,Nissan,GT-R Premium,2009,14684,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,185500
973,BMW,M8 Gran Coupe Competition,2023,1327,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,None reported,98900
974,Lexus,RX 350 RX 350 F SPORT Handling,2022,3077,Gasoline,3.5 Liter,Automatic,Eminent White Pearl,Black,None reported,49998
975,Ford,E350 Super Duty XLT,2008,162000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,10500
976,Land,Rover LR4 HSE LUX Landmark Edition,2015,79995,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,30990
977,Hyundai,Genesis Coupe 2.0T R-Spec,2017,66000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,24700
978,Ford,Focus RS Base,2016,120000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,19800
979,Porsche,Cayenne GTS Coupe AWD,2022,22500,Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,54599
980,Lexus,GX 460 Base,2018,51300,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,24999
981,Acura,MDX 3.5L w/Technology Package,2019,26609,Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,36998
982,Rivian,R1S Adventure Package,2021,28200,,835.0HP Electric Motor Electric Fuel System,A/T,Silver,White,None reported,29600
983,Ford,Bronco Outer Banks Advanced,2023,11806,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,34000
984,Ford,Mustang V6 Premium,2017,112630,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,6699
985,Kia,Sportage LX,2010,86111,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,14500
986,Chevrolet,Silverado 1500 LT Trail Boss,2020,48641,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,59203
987,Toyota,Land Cruiser Base,2002,120000,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,12500
988,Porsche,911 Carrera,2014,29000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,56000
989,Ford,Expedition EL XLT,2018,63750,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,28500
990,Mercedes-Benz,GLS 450 Base 4MATIC,2016,49643,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,At least 1 accident or damage reported,31300
991,Ford,Expedition Limited,2021,29830,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Magnetic Metallic,Black Onyx,None reported,45423
992,Toyota,Camry Solara SE,2013,102260,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,19995
993,Toyota,Sequoia SR5,2018,58000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Gray,None reported,38500
994,Toyota,Highlander XLE,2018,70780,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,28600
995,Porsche,Panamera 4,2010,66500,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,5000
996,Porsche,911 Carrera C2S,2011,35322,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Red,Black,None reported,77897
997,Mazda,Mazda3 i Touring,2016,81648,Gasoline,2.5L I4 16V GDI DOHC,8-Speed Automatic,Black,Black,None reported,15599
998,Ford,Expedition EL XLT,2009,23700,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,220000
999,Ford,Mustang GT Premium,2020,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,45770
